Taxon_orig,Taxon_orig.authority,中文名,拉丁名,科名,大类,保护等级,href,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,resolved_match_type,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_status,clonality,clonal_means,clonal_type,source,refs,c_score,s_score,r_score,n.prov,invasion_level
Tagetes minuta,L.,印加孔雀草,Tagetes minuta,菊科,被子植物,3 级（局部入侵,https://www.plantplus.cn/ias/info/476,Exact (with author),FALSE,1,0,3119212,Tagetes minuta,L.,Species,Accepted,NA,252132-1,3119212,0,2,Exact (with author),3119212,252132-1,Species,Accepted,Asteraceae,NA,Tagetes,NA,minuta,NA,NA,NA,L.,NA,Sp. Pl.,: 887,-1753,NA,Brazil to S. South America,annual,subtropical,Tagetes minuta,L.,3119212,NA,NA,NA,3133696,252132-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,5,3
Cyclachaena xanthiifolia,(Nutt.) Fresen.,假苍耳,Cyclachaena xanthiifolia,菊科,被子植物,3 级（局部入侵,https://www.plantplus.cn/ias/info/481,Exact (with author),FALSE,1,0,3119596,Cyclachaena xanthiifolia,(Nutt.) Fresen.,Species,Accepted,NA,200848-1,3119596,0,15,Exact (with author),3119596,200848-1,Species,Accepted,Asteraceae,NA,Cyclachaena,NA,xanthiifolia,NA,NA,Nutt.,Fresen.,NA,"Index Seminum (FRT, Francofurtensi)","1836: [1, 4]",-1836,NA,Canada to U.S.A.,annual,temperate,Cyclachaena xanthiifolia,(Nutt.) Fresen.,3119596,3119595,NA,NA,3133799,200848-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,71.84169620830315,0.11,28.048303791696856,NA,3
Xanthium chinense,Mill.,北美苍耳,Xanthium chinense,菊科,被子植物,3 级（局部入侵,https://www.plantplus.cn/ias/info/483,Exact (with author),FALSE,1,0,2916365,Xanthium chinense,Mill.,Species,Accepted,NA,260826-1,2916365,0,5,Exact (with author),2916365,260826-1,Species,Accepted,Asteraceae,NA,Xanthium,NA,chinense,NA,NA,NA,Mill.,NA,"Gard. Dict., ed. 8.",: n.° 4,-1768,NA,"SE. Canada to Mexico, Caribbean",annual,seasonally dry tropical,Xanthium chinense,Mill.,2916365,NA,NA,NA,3133796,260826-1,NA,N,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,10,3
Acmella radicans var. debilis,(Kunth) R. K. Jansen,白花金钮扣,Acmella radicans var. debilis,菊科,被子植物,3 级（局部入侵,https://www.plantplus.cn/ias/info/488,Exact (without author),FALSE,1,0,3123829,Acmella radicans var. debilis,(Kunth) R.K.Jansen,Variety,Synonym,NA,271549-2,3123821,2,10,Exact (without author),3123821,271548-2,Species,Accepted,Asteraceae,NA,Acmella,NA,radicans,NA,NA,Jacq.,R.K.Jansen,NA,Syst. Bot. Monogr.,0.38125,-1985,NA,"Mexico to NW. Venezuela and Bolivia, Caribbean",annual,seasonally dry tropical,Acmella radicans,(Jacq.) R.K.Jansen,3123821,3123820,NA,NA,3133731,271548-2,NA,N,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,2,3
Ageratum houstonianum,Mill.,熊耳草,Ageratum houstonianum,菊科,被子植物,3 级（局部入侵,https://www.plantplus.cn/ias/info/510,Exact (with author),FALSE,1,0,3129279,Ageratum houstonianum,Mill.,Species,Accepted,NA,175500-1,3129279,0,5,Exact (with author),3129279,175500-1,Species,Accepted,Asteraceae,NA,Ageratum,NA,houstonianum,NA,NA,NA,Mill.,NA,"Gard. Dict., ed. 8.",: n.° 2,-1768,NA,Mexico to C. America,annual or perennial,subtropical,Ageratum houstonianum,Mill.,3129279,NA,NA,NA,3133601,175500-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,21,3
Peperomia pellucida,(L.) Kunth,草胡椒,Peperomia pellucida,胡椒科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/4,Exact (with author),FALSE,1,0,2556385,Peperomia pellucida,(L.) Kunth,Species,Accepted,NA,679378-1,2556385,0,10,Exact (with author),2556385,679378-1,Species,Accepted,Piperaceae,NA,Peperomia,NA,pellucida,NA,NA,L.,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp.,0.086111111,-1816,NA,"Trop. & Subtrop. America, Trop. Africa, Madagascar",epiphyte,wet tropical,Peperomia pellucida,(L.) Kunth,2556385,2569465,NA,NA,2562753,679378-1,NA,N,Matched to an accepted name,clonal,Adventitious root,belowground,"Xu & Qiang, 2011",wang et al. 2016,NA,NA,NA,16,4
Cyperus surinamensis,Rottb.,苏里南莎草,Cyperus surinamensis,莎草科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/26,Exact (with author),FALSE,1,0,238722,Cyperus surinamensis,Rottb.,Species,Accepted,NA,306076-1,238722,0,6,Exact (with author),238722,306076-1,Species,Accepted,Cyperaceae,NA,Cyperus,NA,surinamensis,NA,NA,NA,Rottb.,NA,Descr. Icon. Rar. Pl.,: 35,-1773,NA,Trop. & Subtrop. America,annual or perennial,seasonally dry tropical,Cyperus surinamensis,Rottb.,238722,NA,NA,NA,235513,306076-1,NA,Y,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,16,4
Hordeum jubatum,L.,芒颖大麦,Hordeum jubatum,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/31,Exact (with author),FALSE,1,0,419358,Hordeum jubatum,L.,Species,Accepted,NA,405267-1,419358,0,2,Exact (with author),419358,405267-1,Species,Accepted,Poaceae,NA,Hordeum,NA,jubatum,NA,NA,NA,L.,NA,Sp. Pl.,: 85,-1753,NA,"Siberia to Caucasus and N. China, N. America",biennial or perennial,temperate,Hordeum jubatum,L.,419358,NA,NA,NA,419181,405267-1,NA,Y,Matched to an accepted name,clonal,Tiller,aboveground,CLO-PLA3,wang et al. 2016,9.926790866772226,43.37378308016703,46.69942605306074,22,4
Lolium multiflorum,Lamk.,多花黑麦草,Lolium multiflorum,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/41,Exact (without author),FALSE,1,0,422833,Lolium multiflorum,Lam.,Species,Accepted,NA,407486-1,422833,1,3,Exact (without author),422833,407486-1,Species,Accepted,Poaceae,NA,Lolium,NA,multiflorum,NA,NA,NA,Lam.,NA,Fl. Fran?.,0.55625,-1779,NA,"Macaronesia, Sahara, Medit. to C. Asia and Himalaya",biennial or perennial,temperate,Lolium multiflorum,Lam.,422833,NA,NA,NA,422752,407486-1,NA,Y,Matched to an accepted name,clonal,Rhizome/Tiller,both,CLO-PLA3,wang et al. 2016,24.79372957349065,27.896423254510307,47.30984717199904,NA,4
Lolium perenne,L.,黑麦草,Lolium perenne,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/42,Exact (with author),FALSE,1,0,422848,Lolium perenne,L.,Species,Accepted,NA,407493-1,422848,0,2,Exact (with author),422848,407493-1,Species,Accepted,Poaceae,NA,Lolium,NA,perenne,NA,NA,NA,L.,NA,Sp. Pl.,: 83,-1753,NA,"Macaronesia, N. Africa, Europe to Siberia and Himalaya",biennial or perennial,temperate,Lolium perenne,L.,422848,NA,NA,NA,422752,407493-1,NA,Y,Matched to an accepted name,clonal,Rhizome/Tiller,both,CLO-PLA3,wang et al. 2016,24.146495132616803,33.38220944523749,42.47129542214571,32,4
Phleum pratense,L.,梯牧草,Phleum pratense,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/48,Exact (with author),FALSE,1,0,433846,Phleum pratense,L.,Species,Accepted,NA,415868-1,433846,0,2,Exact (with author),433846,415868-1,Species,Accepted,Poaceae,NA,Phleum,NA,pratense,NA,NA,NA,L.,NA,Sp. Pl.,: 59,-1753,NA,"Azores, Morocco, Europe to Siberia and W. Himalaya",perennial,temperate,Phleum pratense,L.,433846,NA,NA,NA,433709,415868-1,NA,Y,Matched to an accepted name,clonal,Tiller,aboveground,CLO-PLA3,wang et al. 2016,17.30526982560918,47.55886526934263,35.135864905048194,NA,4
Panicum dichotomiflorum,Michx.,洋野黍,Panicum dichotomiflorum,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/68,Exact (with author),FALSE,1,0,428040,Panicum dichotomiflorum,Michx.,Species,Accepted,NA,325362-2,428040,0,6,Exact (with author),428040,325362-2,Species,Accepted,Poaceae,NA,Panicum,NA,dichotomiflorum,NA,NA,NA,Michx.,NA,Fl. Bor.-Amer.,1:48,-1803,NA,America,annual or perennial,temperate,Panicum dichotomiflorum,Michx.,428040,NA,NA,NA,427062,325362-2,NA,Y,Matched to an accepted name,clonal,Tiller,aboveground,Flora of China,wang et al. 2016,61.09378556714543,14.712007190513608,24.189207242340956,NA,4
Paspalum conjugatum,Bergius,两耳草,Paspalum conjugatum,禾本科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/72,Exact (without author),TRUE,1,0,431408,Paspalum conjugatum,P.J.Bergius,Species,Accepted,NA,30011315-2,431408,4,7,Exact (without author),431408,30011315-2,Species,Accepted,Poaceae,NA,Paspalum,NA,conjugatum,NA,NA,NA,P.J.Bergius,NA,Acta Helv. Phys.-Math.,0.38125,-1772,NA,Trop. & Subtrop. America,rhizomatous geophyte,wet tropical,Paspalum conjugatum,P.J.Bergius,431408,NA,NA,NA,431186,30011315-2,NA,Y,Matched to an accepted name,clonal,Stolon,aboveground,Flora of China,wang et al. 2016,NA,NA,NA,29,4
Robinia pseudoacacia,L.,刺槐,Robinia pseudoacacia,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/142,Exact (with author),FALSE,1,0,2428246,Robinia pseudoacacia,L.,Species,Accepted,NA,30034699-2,2428246,0,2,Exact (with author),2428246,30034699-2,Species,Accepted,Fabaceae,NA,Robinia,NA,pseudoacacia,NA,NA,NA,L.,NA,Sp. Pl.,: 722,-1753,NA,EC. & E. U.S.A.,shrub or tree,temperate,Robinia pseudoacacia,L.,2428246,NA,NA,NA,2428543,30034699-2,NA,Y,Matched to an accepted name,clonal,Root turion,belowground,"Xu & Qiang, 2011",wang et al. 2016,32.92044305758994,40.00004819607727,27.079508746332785,NA,4
Medicago polymorpha,L.,南苜蓿,Medicago polymorpha,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/143,Exact (with author),FALSE,1,0,2369061,Medicago polymorpha,L.,Species,Accepted,NA,60465997-2,2369061,0,2,Exact (with author),2369061,60465997-2,Species,Accepted,Fabaceae,NA,Medicago,NA,polymorpha,NA,NA,NA,L.,NA,Sp. Pl.,": 779, 1200",-1753,NA,"Macaronesia, Europe to C. Asia and W. Nepal, N. & NE. Trop. Africa to Arabian Pen.",annual or perennial,temperate,Medicago polymorpha,L.,2369061,NA,NA,NA,2368626,60465997-2,NA,Y,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,18.250748847367323,25.39457924459584,56.354671908036835,26,4
Medicago sativa,L.,紫苜蓿,Medicago sativa,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/144,Exact (with author),FALSE,1,0,2369031,Medicago sativa,L.,Species,Accepted,NA,30234961-2,2369031,0,2,Exact (with author),2369031,30234961-2,Species,Accepted,Fabaceae,NA,Medicago,NA,sativa,NA,NA,NA,L.,NA,Sp. Pl.,: 778,-1753,NA,Medit. to W. Siberia and Iran,perennial or annual,temperate,Medicago sativa,L.,2369031,NA,NA,NA,2368626,30234961-2,NA,Y,Matched to an accepted name,clonal,Rhizome/Root-splitter,belowground,CLO-PLA3,wang et al. 2016,22.06875804466304,36.82250278614027,41.10373916919669,31,4
Melilotus officinalis,Pall.,草木犀,Melilotus officinalis,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/147,Exact (without author),FALSE,1,0,2367217,Melilotus officinalis,(L.) Lam.,Species,Accepted,NA,30429323-2,2367217,8,1,Exact (without author),2367217,30429323-2,Species,Accepted,Fabaceae,NA,Melilotus,NA,officinalis,NA,NA,L.,Lam.,NA,Fl. Fran?.,0.495833333,-1779,NA,Europe to W. Himalaya and Arabian Pen.,annual or perennial,temperate,Melilotus officinalis,(L.) Lam.,2367217,2439192,NA,NA,2367483,30429323-2,NA,Y,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,18.78231557577408,44.544732308210094,36.667952116015826,29,4
Trifolium pratense,L.,红车轴草,Trifolium pratense,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/150,Exact (with author),FALSE,1,0,2440043,Trifolium pratense,L.,Species,Accepted,NA,523575-1,2440043,0,2,Exact (with author),2440043,523575-1,Species,Accepted,Fabaceae,NA,Trifolium,NA,pratense,NA,NA,NA,L.,NA,Sp. Pl.,: 768,-1753,NA,"Macaronesia, NW. Africa, Europe to Mongolia and Himalaya",perennial,temperate,Trifolium pratense,L.,2440043,NA,NA,NA,2440723,523575-1,NA,Y,Matched to an accepted name,clonal,Root-splitter,belowground,CLO-PLA3,wang et al. 2016,23.68392975199738,36.994041340905845,39.322028907096765,NA,4
Vicia villosa,Roth,长柔毛野豌豆,Vicia villosa,豆科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/152,Exact (with author),FALSE,1,0,2451570,Vicia villosa,Roth,Species,Accepted,NA,525259-1,2451570,0,4,Exact (with author),2451570,525259-1,Species,Accepted,Fabaceae,NA,Vicia,NA,villosa,NA,NA,NA,Roth,NA,Tent. Fl. Germ.,2(2): 182,-1793,NA,"Canary Is., N. Africa, Europe to C. Asia and Afghanistan",scrambling annual or perennial,temperate,Vicia villosa,Roth,2451570,NA,NA,NA,2452522,525259-1,NA,Y,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,30.283907214263134,16.237892491198462,53.4732002945384,32,4
Cannabis sativa,L.,大麻,Cannabis sativa,大麻科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/154,Exact (with author),FALSE,1,0,2696480,Cannabis sativa,L.,Species,Accepted,NA,306087-2,2696480,0,2,Exact (with author),2696480,306087-2,Species,Accepted,Cannabaceae,NA,Cannabis,NA,sativa,NA,NA,NA,L.,NA,Sp. Pl.,: 1027,-1753,NA,C. Asia to Xinjiang and Pakistan,annual,temperate,Cannabis sativa,L.,2696480,NA,NA,NA,2696465,306087-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,43.56984226553134,25.441427750835615,30.988729983633036,34,4
Pilea microphylla,(L.) Liebm.,小叶冷水花,Pilea microphylla,荨麻科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/155,Exact (with author),FALSE,1,0,2546452,Pilea microphylla,(L.) Liebm.,Species,Accepted,NA,1162156-2,2546452,0,11,Exact (with author),2546452,1162156-2,Species,Accepted,Urticaceae,NA,Pilea,NA,microphylla,NA,NA,L.,Liebm.,NA,Mexic. Neldeagt. Pl.,: 18,-1851,NA,"Mexico to N. South America and Peru, SE. U.S.A. to Caribbean",epiphyte,wet tropical,Pilea microphylla,(L.) Liebm.,2546452,2546414,NA,NA,2546108,1162156-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,19,4
Echinocystis lobata,(Michx.) Torr. & A.Gray,刺瓜,Echinocystis lobata,葫芦科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/156,Exact (with author),FALSE,1,0,2782958,Echinocystis lobata,(Michx.) Torr. & A.Gray,Species,Accepted,NA,292597-1,2782958,0,23,Exact (with author),2782958,292597-1,Species,Accepted,Cucurbitaceae,NA,Echinocystis,NA,lobata,NA,NA,Michx.,Torr. & A.Gray,NA,Fl. N. Amer.,0.418055556,-1840,NA,Canada to WC. & E. U.S.A.,climbing annual,temperate,Echinocystis lobata,(Michx.) Torr. & A.Gray,2782958,2489693,NA,NA,2782938,292597-1,NA,N,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,1,4
Oxalis corymbosa,DC.,红花酢浆草,Oxalis corymbosa,酢浆草科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/163,Exact (with author),FALSE,1,0,2395006,Oxalis corymbosa,DC.,Species,Synonym,NA,177910-2,2395248,0,3,Exact (with author),2395248,374833-1,Species,Accepted,Oxalidaceae,NA,Oxalis,NA,debilis,NA,NA,NA,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp.,0.372222222,-1822,NA,C. America to Guyana and Paraguay,tuberous geophyte,subtropical,Oxalis debilis,Kunth,2395248,NA,NA,NA,2397716,374833-1,NA,N,Matched to an accepted name,clonal,Bulb,belowground,"Xu & Qiang, 2011",wang et al. 2016,NA,NA,NA,34,4
Oxalis latifolia,Kunth,宽叶酢浆草,Oxalis latifolia,酢浆草科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/164,Exact (with author),FALSE,1,0,2394973,Oxalis latifolia,Kunth,Species,Accepted,NA,375051-1,2394973,0,5,Exact (with author),2394973,375051-1,Species,Accepted,Oxalidaceae,NA,Oxalis,NA,latifolia,NA,NA,NA,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp.,0.372916667,-1822,NA,Trop. & Subtrop. America,tuberous geophyte,wet tropical,Oxalis latifolia,Kunth,2394973,NA,NA,NA,2397716,375051-1,NA,N,Matched to an accepted name,clonal,Bulb,belowground,CLO-PLA3,wang et al. 2016,NA,NA,NA,5,4
Euphorbia maculata,L.,斑地锦,Euphorbia maculata,大戟科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/177,Exact (with author),FALSE,1,0,80720,Euphorbia maculata,L.,Species,Accepted,NA,347236-1,80720,0,2,Exact (with author),80720,347236-1,Species,Accepted,Euphorbiaceae,NA,Euphorbia,NA,maculata,NA,NA,NA,L.,NA,Sp. Pl.,: 455,-1753,NA,"SE. Canada to Belize, Cuba, Bahamas",annual,temperate,Euphorbia maculata,L.,80720,NA,NA,NA,78175,347236-1,NA,Y,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,0,42.845263735234994,57.15473626476499,23,4
Euphorbia prostrata,Aiton,匍匐大戟,Euphorbia prostrata,大戟科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/181,Exact (with author),FALSE,1,0,81685,Euphorbia prostrata,Aiton,Species,Accepted,NA,101913-2,81685,0,5,Exact (with author),81685,101913-2,Species,Accepted,Euphorbiaceae,NA,Euphorbia,NA,prostrata,NA,NA,NA,Aiton,NA,Hort. Kew.,0.179861111,-1789,NA,C. & S. U.S.A. to Trop. & Subtrop. America,annual,seasonally dry tropical,Euphorbia prostrata,Aiton,81685,NA,NA,NA,78175,101913-2,NA,Y,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,30,4
Passiflora caerulea,L.,西番莲,Passiflora caerulea,西番莲科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/189,Exact (with author),FALSE,1,0,2559649,Passiflora caerulea,L.,Species,Accepted,NA,321949-2,2559649,0,2,Exact (with author),2559649,321949-2,Species,Accepted,Passifloraceae,NA,Passiflora,NA,caerulea,NA,NA,NA,L.,NA,Sp. Pl.,: 959,-1753,NA,Bolivia to Brazil and N. Argentina,liana,subtropical,Passiflora caerulea,L.,2559649,NA,NA,NA,2560028,321949-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,13,4
Oenothera glazioviana,Micheli,黄花月见草,Oenothera glazioviana,柳叶菜科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/205,Exact (with author),FALSE,1,0,2398876,Oenothera glazioviana,Micheli,Species,Accepted,NA,317809-2,2398876,0,7,Exact (with author),2398876,317809-2,Species,Accepted,Onagraceae,NA,Oenothera,NA,glazioviana,NA,NA,NA,Micheli,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras.,13(2): 178,-1875,NA,a cultigen originating from O. elata × O. grandiflora hybrids in Europe.,biennial,temperate,Oenothera glazioviana,Micheli,2398876,NA,NA,NA,2398316,317809-2,NA,N,Matched to an accepted name,clonal,Perennial root,belowground,"Xu & Qiang, 2011",wang et al. 2016,60.20358490486424,21.37039149499251,18.42602360014325,23,4
Hibiscus trionum,L.,野西瓜苗,Hibiscus trionum,锦葵科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/224,Exact (with author),FALSE,1,0,2850654,Hibiscus trionum,L.,Species,Accepted,NA,122028-2,2850654,0,2,Exact (with author),2850654,122028-2,Species,Accepted,Malvaceae,NA,Hibiscus,NA,trionum,NA,NA,NA,L.,NA,Sp. Pl.,: 697,-1753,NA,EC. & E. Europe to Medit. and W. Himalaya,annual or biennial,subtropical,Hibiscus trionum,L.,2850654,NA,NA,NA,2849448,122028-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,31,4
Sida acuta,Burm. F.,黄花稔,Sida acuta,锦葵科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/227,Exact (without author),FALSE,1,0,2588280,Sida acuta,Burm.f.,Species,Accepted,NA,235518-2,2588280,2,5,Exact (without author),2588280,235518-2,Species,Accepted,Malvaceae,NA,Sida,NA,acuta,NA,NA,NA,Burm.f.,NA,Fl. Indica,: 147,-1768,NA,Tropics & Subtropics,annual or subshrub,seasonally dry tropical,Sida acuta,Burm.f.,2588280,NA,NA,NA,2595632,235518-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,77.10537930939036,12.589956837816231,10.304663852793412,NA,4
Cardamine flexuosa,With.,弯曲碎米荠,Cardamine flexuosa,十字花科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/235,Exact (with author),FALSE,1,0,2699731,Cardamine flexuosa,With.,Species,Accepted,NA,45189-2,2699731,0,5,Exact (with author),2699731,45189-2,Species,Accepted,Brassicaceae,NA,Cardamine,NA,flexuosa,NA,NA,NA,With.,NA,"Arr. Brit. Pl., ed. 3.",0.526388889,-1796,NA,"Europe to Iran, NW. Africa",annual or biennial,temperate,Cardamine flexuosa,With.,2699731,NA,NA,NA,2699368,45189-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,23.889253530814702,0,76.1107464691853,28,4
Nasturtium officinale,R. Br. ex W. T. Aiton,豆瓣菜,Nasturtium officinale,十字花科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/236,Exact (without author),FALSE,1,0,2381026,Nasturtium officinale,W.T.Aiton,Species,Accepted,NA,287534-1,2381026,12,5,Exact (without author),2381026,287534-1,Species,Accepted,Brassicaceae,NA,Nasturtium,NA,officinale,NA,NA,NA,W.T.Aiton,NA,Hortus Kew.,0.243055556,-1812,NA,"Europe to C. Asia and Arabian Pen., Macaronesia, N. & NE. Trop. Africa",perennial or helophyte,temperate,Nasturtium officinale,W.T.Aiton,2381026,NA,NA,NA,2380030,287534-1,NA,N,Matched to an accepted name,clonal,Stolon/Shoot fragment,aboveground,CLO-PLA3,wang et al. 2016,28.918943947591508,0,71.0810560524085,NA,4
Lepidium campestre,(L.) R. Br. ex W. T. Aiton,绿独行菜,Lepidium campestre,十字花科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/240,Exact (without author),FALSE,1,0,2337827,Lepidium campestre,(L.) W.T.Aiton,Species,Accepted,NA,286087-1,2337827,12,5,Exact (without author),2337827,286087-1,Species,Accepted,Brassicaceae,NA,Lepidium,NA,campestre,NA,NA,L.,W.T.Aiton,NA,Hortus Kew.,0.227777778,-1812,NA,Europe to Caucasus,annual or biennial,temperate,Lepidium campestre,(L.) W.T.Aiton,2337827,2437662,NA,NA,2338293,286087-1,NA,N,Matched to an accepted name,clonal,Root-splitter,belowground,CLO-PLA3,wang et al. 2016,20.061756399038877,23.12766097319461,56.81058262776651,11,4
Lepidium didymum,L.,臭荠,Coronopus didymus,十字花科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/242,Exact (with author),FALSE,1,0,2337750,Lepidium didymum,L.,Species,Accepted,NA,286148-1,2337750,0,2,Exact (with author),2337750,286148-1,Species,Accepted,Brassicaceae,NA,Lepidium,NA,didymum,NA,NA,NA,L.,NA,Mant. Pl.,: 92,-1767,NA,Peru to Brazil and S. South America,annual or biennial,temperate,Lepidium didymum,L.,2337750,NA,NA,NA,2338293,286148-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,13.386620770506166,0,86.61337922949383,21,4
Agrostemma githago,L.,麦仙翁,Agrostemma githago,石竹科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/246,Exact (with author),FALSE,1,0,2626726,Agrostemma githago,L.,Species,Accepted,NA,150316-1,2626726,0,2,Exact (with author),2626726,150316-1,Species,Accepted,Caryophyllaceae,NA,Agrostemma,NA,githago,NA,NA,NA,L.,NA,Sp. Pl.,: 435,-1753,NA,SE. & E. Europe to N. Iran,annual,temperate,Agrostemma githago,L.,2626726,NA,NA,NA,2626707,150316-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,34.420859959060806,31.6044052135985,33.9797348273407,22,4
Vaccaria hispanica,(Miller) Rauschert,麦蓝菜,Vaccaria hispanica,石竹科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/249,Exact (without author),FALSE,1,0,2456818,Vaccaria hispanica,(Mill.) Rauschert,Species,Synonym,NA,159710-1,2836944,2,11,Exact (without author),2836944,154685-1,Species,Accepted,Caryophyllaceae,NA,Gypsophila,NA,vaccaria,NA,NA,L.,Sm.,J.Sibthorp & J.E.Smith,Fl. Graec. Prodr.,0.235416667,-1809,NA,"Macaronesia, C. & E. Europe to Medit. and C. Himalaya",annual,temperate,Gypsophila vaccaria,(L.) Sm.,2836944,2485057,NA,NA,2836545,154685-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,57.789543648535414,4.914720223786162,37.29573612767843,25,4
Stellaria pallida,(Dumort.) Crép.,无瓣繁缕,Stellaria pallida,石竹科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/250,Exact (with author),FALSE,1,0,2482661,Stellaria pallida,(Dumort.) Crép.,Species,Synonym,NA,983852-1,2482219,0,15,Exact (with author),2482219,159051-1,Species,Accepted,Caryophyllaceae,NA,Stellaria,NA,apetala,NA,NA,NA,Ucria,NA,Nuova Racc. Opusc. Aut. Sicil.,0.424305556,-1793,NA,"Europe to N. China and Arabian Pen., Canary Is., N. Africa",annual,temperate,Stellaria apetala,Ucria,2482219,NA,NA,NA,2482232,159051-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,3.3370061643775584,0,96.66299383562244,20,4
